candidate_method,reference_method,k,strategy,metric,difference_definition,n_paired_patients,mean_paired_difference,bootstrap_95_lower,bootstrap_95_upper,bootstrap_unit
target_only,oa_hb_tpm_map,2,random,mean_hidden_hd95_px,candidate_minus_reference,98,0.05596726091021033,0.006124129947577818,0.10877077264719551,patient
target_only,oa_hb_tpm_map,2,random,area_curve_relative_rmse,candidate_minus_reference,98,0.006162528863056426,0.0013343782502018644,0.011008016501917753,patient
target_only,oa_hb_tpm_map,2,random,hidden_brier,candidate_minus_reference,98,0.00016736253639872999,-2.2938800690584364e-05,0.00035687347299096303,patient
target_only,oa_hb_tpm_map,2,uniform,mean_hidden_dice,candidate_minus_reference,98,-0.0016301865297635144,-0.0027935763701816647,-0.0004574343576216739,patient
target_only,oa_hb_tpm_map,2,uniform,mean_hidden_hd95_px,candidate_minus_reference,98,0.12149801141090043,0.07079329159833606,0.17359097064647963,patient
target_only,oa_hb_tpm_map,2,uniform,area_curve_relative_rmse,candidate_minus_reference,98,0.020506292277317695,0.01577303749240233,0.025481262702402446,patient
target_only,oa_hb_tpm_map,2,uniform,hidden_brier,candidate_minus_reference,98,0.00047213442585601433,0.00028854507753358857,0.0006605372543218559,patient
target_only,oa_hb_tpm_map,3,clustered,mean_hidden_dice,candidate_minus_reference,98,-0.0018809491289643607,-0.0028769772306721526,-0.000895520134618478,patient
target_only,oa_hb_tpm_map,3,clustered,mean_hidden_hd95_px,candidate_minus_reference,98,0.04619721274201535,-0.00043476973714373185,0.09284980508218013,patient
target_only,oa_hb_tpm_map,3,clustered,area_curve_relative_rmse,candidate_minus_reference,98,0.0015400250992441149,-0.002514459923254062,0.005655619908674099,patient
target_only,oa_hb_tpm_map,3,clustered,hidden_brier,candidate_minus_reference,98,5.6267071667372505e-05,-0.0001207058144999426,0.00022695790486866414,patient
target_only,oa_hb_tpm_map,3,random,mean_hidden_dice,candidate_minus_reference,98,-0.002119115570812732,-0.003256591261602859,-0.0010067089560540001,patient
target_only,oa_hb_tpm_map,3,random,mean_hidden_hd95_px,candidate_minus_reference,98,0.08510715320733718,0.03316713680879032,0.1392627292621083,patient
target_only,oa_hb_tpm_map,3,random,area_curve_relative_rmse,candidate_minus_reference,98,0.009076346674547531,0.0042840847584351,0.014078968106277548,patient
target_only,oa_hb_tpm_map,3,random,hidden_brier,candidate_minus_reference,98,0.00024095251966191772,3.672277554869586e-05,0.00043819912082078514,patient
target_only,oa_hb_tpm_map,3,uniform,mean_hidden_dice,candidate_minus_reference,98,-0.001982147097483776,-0.0031463347662873064,-0.00088206779424276,patient
target_only,oa_hb_tpm_map,3,uniform,mean_hidden_hd95_px,candidate_minus_reference,98,0.09432926792297916,0.03769107820571101,0.15274582775832551,patient
target_only,oa_hb_tpm_map,3,uniform,area_curve_relative_rmse,candidate_minus_reference,98,0.009986395840720995,0.005289749755487418,0.015166551530184322,patient
target_only,oa_hb_tpm_map,3,uniform,hidden_brier,candidate_minus_reference,98,0.00025951909851662557,6.497847771612691e-05,0.00044121692166188757,patient
target_only,oa_hb_tpm_map,5,clustered,mean_hidden_dice,candidate_minus_reference,98,-0.0009275295188334841,-0.001820500543195011,-7.837306627831445e-05,patient
target_only,oa_hb_tpm_map,5,clustered,mean_hidden_hd95_px,candidate_minus_reference,98,0.02360117601854357,-0.02359119254566487,0.07215820933060094,patient
