candidate_method,reference_method,k,strategy,metric,difference_definition,n_paired_patients,mean_paired_difference,bootstrap_95_lower,bootstrap_95_upper,bootstrap_unit
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,2,uniform,area_curve_relative_rmse,candidate_minus_reference,98,-0.0012407992500679298,-0.002645634945758245,4.6910457983770106e-05,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,2,uniform,hidden_brier,candidate_minus_reference,98,-4.638836966181741e-05,-0.0002709821325118606,0.0001801877962045158,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,3,clustered,mean_hidden_dice,candidate_minus_reference,98,4.8266467542924307e-05,1.1372195529127849e-05,8.579053891167148e-05,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,3,clustered,mean_hidden_hd95_px,candidate_minus_reference,98,0.00022446896702356658,-0.0022644453411257625,0.0028273460479516324,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,3,clustered,area_curve_relative_rmse,candidate_minus_reference,98,7.940303220124539e-05,-5.922205128523674e-05,0.00022999076247930277,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,3,clustered,hidden_brier,candidate_minus_reference,98,-3.917507675229702e-06,-1.0424496615501054e-05,2.5364734726609933e-06,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,3,random,mean_hidden_dice,candidate_minus_reference,98,5.801017784360125e-05,1.8919195771527295e-05,9.87291929016954e-05,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,3,random,mean_hidden_hd95_px,candidate_minus_reference,98,-0.002800585050560171,-0.004871888395080063,-0.000635595330377499,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,3,random,area_curve_relative_rmse,candidate_minus_reference,98,-0.0001655920401267938,-0.0003409084017155485,4.7447815062682785e-06,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,3,random,hidden_brier,candidate_minus_reference,98,-8.504966996154483e-06,-1.5486912773354364e-05,-1.742159377556059e-06,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,3,uniform,mean_hidden_dice,candidate_minus_reference,98,9.591899129519655e-05,4.498656498764593e-05,0.0001496110830383614,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,3,uniform,mean_hidden_hd95_px,candidate_minus_reference,98,-0.004553806165930037,-0.009856194696021276,0.0002889819962883375,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,3,uniform,area_curve_relative_rmse,candidate_minus_reference,98,0.0003851971745793797,0.00018405959866160202,0.0005918699545209228,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,3,uniform,hidden_brier,candidate_minus_reference,98,2.1469076068950855e-06,-5.189217484509527e-06,9.3538748879595e-06,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,5,clustered,mean_hidden_dice,candidate_minus_reference,98,-7.843073708854788e-06,-2.0429064343259738e-05,4.066097045406811e-06,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,5,clustered,mean_hidden_hd95_px,candidate_minus_reference,98,0.00035500241739830243,-0.0006411382537235233,0.0013537065823906638,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,5,clustered,area_curve_relative_rmse,candidate_minus_reference,98,-5.207239766327428e-05,-9.821217075531848e-05,-6.553460064468947e-06,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,5,clustered,hidden_brier,candidate_minus_reference,98,1.4009410325352481e-06,-4.791316804399595e-07,3.4730183435805896e-06,patient
oa_hb_tpm_no_phase_alignment,oa_hb_tpm_map,5,random,mean_hidden_dice,candidate_minus_reference,98,-5.1658397038175345e-06,-2.3560952540821733e-05,1.15746319570678e-05,patient
