contrast,candidate_method,reference_method,scope,level,metric,n_paired_patients,candidate_mean,reference_mean,mean_paired_difference,relative_change_percent,bootstrap_95_lower,bootstrap_95_upper,interval_interpretation,difference_definition,bootstrap_unit
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k3_clustered,hidden_brier,98,0.037733877820856056,0.037732656767629796,1.221053226262169e-06,0.0032360648066257812,-4.348853764560402e-06,6.437942157595238e-06,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k3_random,mean_hidden_dice,98,0.7480805444969244,0.7480485102467037,3.203425022059815e-05,0.0042823760467129825,-5.201694540803511e-06,6.805662041305993e-05,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k3_random,mean_hidden_hd95_px,98,9.869137485834049,9.868093185423035,0.0010443004110143226,0.010582595759806402,-0.0008799083332337603,0.0030651715269394016,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k3_random,area_curve_relative_rmse,98,0.598349152486997,0.5982594429404433,8.970954655392063e-05,0.014995090777505908,-9.502962003826853e-05,0.00027659420006022274,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k3_random,hidden_brier,98,0.03762327621747944,0.03762416804437426,-8.918268948193697e-07,-0.0023703564521813255,-7.300076302978307e-06,5.579817736026524e-06,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k3_uniform,mean_hidden_dice,98,0.7479730106835343,0.7479324822199654,4.0528463568950224e-05,0.00541873291137941,8.720295380427403e-06,7.102650849231845e-05,beneficial,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k3_uniform,mean_hidden_hd95_px,98,9.819036797009169,9.818369987092966,0.0006668099162034743,0.006791452319275493,-0.002334445666983616,0.0037232528217564453,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k3_uniform,area_curve_relative_rmse,98,0.5982313950139005,0.598267894098909,-3.6499085008497756e-05,-0.006100792866959952,-0.00017828081555617607,0.00010494692845414336,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k3_uniform,hidden_brier,98,0.03736955471032732,0.037373627374442824,-4.072664115502282e-06,-0.01089716038183462,-8.947518416587842e-06,8.03365267587312e-07,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k5_clustered,mean_hidden_dice,98,0.7496235985029814,0.7496122290280227,1.136947495880105e-05,0.0015167141781482363,-3.1256810619869156e-05,5.209021097016952e-05,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k5_clustered,mean_hidden_hd95_px,98,9.898249859465057,9.896535032538019,0.0017148269270394173,0.01732754869660317,-0.0005062531984668642,0.0038976932472890298,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k5_clustered,area_curve_relative_rmse,98,0.6062756794150874,0.6065508974743439,-0.00027521805925648024,-0.04537427286027906,-0.0004289491379609344,-0.00011361689279432511,beneficial,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k5_clustered,hidden_brier,98,0.037873430361933205,0.03787818094715471,-4.750585221513971e-06,-0.012541745941130838,-1.0842117623480292e-05,1.344797534069995e-06,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k5_random,mean_hidden_dice,98,0.7474850895379638,0.7474603538252779,2.4735712685959787e-05,0.0033093009628363335,-1.9308708101449436e-05,6.307690975699096e-05,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k5_random,mean_hidden_hd95_px,98,9.906574033141364,9.906499069272721,7.496386864326548e-05,0.0007567140330713108,-0.002070952173662963,0.0023096305812748017,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k5_random,area_curve_relative_rmse,98,0.6056487720998103,0.6059828515180078,-0.00033407941819760993,-0.05513017692839484,-0.000512302299257632,-0.0001453001383094512,beneficial,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k5_random,hidden_brier,98,0.037821419637802264,0.03782848655341226,-7.06691561000726e-06,-0.018681465355557026,-1.4224566129624569e-05,1.2231402916382062e-06,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k5_uniform,mean_hidden_dice,98,0.7471042798551697,0.7470471596217076,5.712023346216124e-05,0.0076461348827142304,-7.990574949370973e-06,0.0001169386236841287,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k5_uniform,mean_hidden_hd95_px,98,9.873389430977612,9.88182987088687,-0.00844043990925736,-0.08541373429352363,-0.013256545852311515,-0.0038664182765035136,beneficial,candidate_minus_reference,patient_stratified_within_fold
