contrast,candidate_method,reference_method,scope,level,metric,n_paired_patients,candidate_mean,reference_mean,mean_paired_difference,relative_change_percent,bootstrap_95_lower,bootstrap_95_upper,interval_interpretation,difference_definition,bootstrap_unit
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,5,mean_hidden_dice,98,0.7480709892987051,0.752434710707888,-0.004363721409183098,-0.5799468508141687,-0.009994921549224324,0.0015735022457290864,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,5,mean_hidden_hd95_px,98,9.89273777452801,9.4512228611863,0.4415149133417109,4.671510976160525,0.11009094381600676,0.7850102528096201,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,5,area_curve_relative_rmse,98,0.6040128991983593,0.5696508980129992,0.03436200118536014,6.032115687909618,0.014549865376515458,0.05432072377650457,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,5,hidden_brier,98,0.03774110731497706,0.037122769472601014,0.0006183378423760547,1.6656565530015957,-0.0003934427626671737,0.001557715322195115,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,7,mean_hidden_dice,98,0.7475958846523966,0.7549150519065386,-0.007319167254141988,-0.969535212691471,-0.013980773959054572,-0.00018602551102073794,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,7,mean_hidden_hd95_px,98,9.902049440891524,9.234841353312007,0.6672080875795147,7.224900375145324,0.27782855175429577,1.060695510027477,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,7,area_curve_relative_rmse,98,0.6034852846458485,0.5472329909167719,0.05625229372907664,10.279404689186949,0.032652495016356815,0.07939419855227772,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,7,hidden_brier,98,0.03788023552521552,0.03657426798880906,0.0013059675364064556,3.570727749919844,0.00013164298675422419,0.0024007048916553178,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,10,mean_hidden_dice,98,0.748677839204005,0.7563164443085572,-0.00763860510455205,-1.0099747482729202,-0.0131053123889579,-0.0016833901346243554,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,10,mean_hidden_hd95_px,98,9.888901421327324,9.279348527165913,0.6095528941614125,6.568919061256354,0.2674562482910416,0.9393514508716766,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,10,area_curve_relative_rmse,98,0.6031577347024483,0.5494481019248685,0.053709632777579765,9.775196709101385,0.031165623529910737,0.07514522326603304,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k,10,hidden_brier,98,0.03788335182051467,0.0365032246247643,0.0013801271957503713,3.7808363779841896,0.0002928058433561909,0.0023846296447988125,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,strategy,clustered,mean_hidden_dice,98,0.7499933677205955,0.7548226516132033,-0.00482928389260766,-0.6397905365302086,-0.009161032993411011,-7.623658724166611e-05,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,strategy,clustered,mean_hidden_hd95_px,98,9.873412783274606,9.456651643359853,0.4167611399147541,4.407068755751302,0.1541085838902093,0.6565534516219568,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,strategy,clustered,area_curve_relative_rmse,98,0.60450512179349,0.5707293450647466,0.03377577672874369,5.918002468387531,0.015610147029250773,0.050433295822448106,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,strategy,clustered,hidden_brier,98,0.03787989857815657,0.03719887232597989,0.0006810262521766901,1.8307712293231475,-0.00012078188543150762,0.0014199774545256276,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,strategy,random,mean_hidden_dice,98,0.7474459234125346,0.7526567720503349,-0.005210848637800472,-0.6923273437911737,-0.010396402524935497,0.0002243157182415858,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,strategy,random,mean_hidden_hd95_px,98,9.876245593626612,9.401556615775585,0.47468897785102604,5.049046633985157,0.16362434681160273,0.7684343128429209,harmful,candidate_minus_reference,patient_stratified_within_fold
